rct_id	source	domain	signalling_answers_json	model_judgement	algorithmic_judgement	cochrane_judgement	model_self_conformant	cochrane_match	direction	has_evidence_quotes
RCT070	sonnet_4_6_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""PN"", ""4.5"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT070	sonnet_4_6_fulltext_pass3	d4	"{""4.1"": ""N"", ""4.2"": ""PN"", ""4.3"": ""Y"", ""4.4"": ""PN"", ""4.5"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT070	sonnet_4_6_fulltext_pass1	d5	"{""5.1"": ""PY"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	low	low	0	1	match	1
RCT070	sonnet_4_6_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT070	sonnet_4_6_fulltext_pass3	d5	"{""5.1"": ""PY"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	low	low	0	1	match	1
RCT071	sonnet_4_6_fulltext_pass1	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT071	sonnet_4_6_fulltext_pass2	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT071	sonnet_4_6_fulltext_pass3	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT071	sonnet_4_6_fulltext_pass1	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	low	low	some_concerns	1	0	cochrane_more_strict	1
RCT071	sonnet_4_6_fulltext_pass2	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	low	low	some_concerns	1	0	cochrane_more_strict	1
RCT071	sonnet_4_6_fulltext_pass3	d2	"{""2.1"": ""N"", ""2.2"": ""N"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	low	low	some_concerns	1	0	cochrane_more_strict	1
RCT071	sonnet_4_6_fulltext_pass1	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT071	sonnet_4_6_fulltext_pass2	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT071	sonnet_4_6_fulltext_pass3	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT071	sonnet_4_6_fulltext_pass1	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N""}"	low	low	low	1	1	match	1
RCT071	sonnet_4_6_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N""}"	low	low	low	1	1	match	1
RCT071	sonnet_4_6_fulltext_pass3	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N""}"	low	low	low	1	1	match	1
RCT071	sonnet_4_6_fulltext_pass1	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT071	sonnet_4_6_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT071	sonnet_4_6_fulltext_pass3	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT072	sonnet_4_6_fulltext_pass1	d1	"{""1.1"": ""Y"", ""1.2"": ""Y"", ""1.3"": ""PN""}"	low	low	low	1	1	match	1
RCT072	sonnet_4_6_fulltext_pass2	d1	"{""1.1"": ""Y"", ""1.2"": ""PY"", ""1.3"": ""PN""}"	low	low	low	1	1	match	1
RCT072	sonnet_4_6_fulltext_pass3	d1	"{""1.1"": ""Y"", ""1.2"": ""PY"", ""1.3"": ""PN""}"	low	low	low	1	1	match	1
RCT072	sonnet_4_6_fulltext_pass1	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""Y"", ""2.4"": ""PY"", ""2.5"": ""PN"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	high	high	some_concerns	1	0	cochrane_more_lenient	1
RCT072	sonnet_4_6_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""Y"", ""2.4"": ""PY"", ""2.5"": ""PN"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	high	high	some_concerns	1	0	cochrane_more_lenient	1
RCT072	sonnet_4_6_fulltext_pass3	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""Y"", ""2.4"": ""Y"", ""2.5"": ""PN"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	high	high	some_concerns	1	0	cochrane_more_lenient	1
RCT072	sonnet_4_6_fulltext_pass1	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT072	sonnet_4_6_fulltext_pass2	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT072	sonnet_4_6_fulltext_pass3	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT072	sonnet_4_6_fulltext_pass1	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT072	sonnet_4_6_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT072	sonnet_4_6_fulltext_pass3	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""N"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	low	low	low	1	1	match	1
RCT072	sonnet_4_6_fulltext_pass1	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT072	sonnet_4_6_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT072	sonnet_4_6_fulltext_pass3	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass1	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass2	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass3	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass1	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass3	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass1	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT073	sonnet_4_6_fulltext_pass2	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT073	sonnet_4_6_fulltext_pass3	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT073	sonnet_4_6_fulltext_pass1	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""PN"", ""4.5"": ""PN""}"	low	some_concerns	low	0	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""NI"", ""4.4"": ""PN"", ""4.5"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass3	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""NI"", ""4.4"": ""PN"", ""4.5"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass1	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT073	sonnet_4_6_fulltext_pass3	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass1	d1	"{""1.1"": ""PY"", ""1.2"": ""PY"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass2	d1	"{""1.1"": ""PY"", ""1.2"": ""PY"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass3	d1	"{""1.1"": ""PY"", ""1.2"": ""PY"", ""1.3"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass1	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	high	1	0	cochrane_more_strict	1
RCT074	sonnet_4_6_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	high	1	0	cochrane_more_strict	1
RCT074	sonnet_4_6_fulltext_pass3	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	high	1	0	cochrane_more_strict	1
RCT074	sonnet_4_6_fulltext_pass1	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass3	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass1	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""PN"", ""4.5"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""PN"", ""4.3"": ""Y"", ""4.4"": ""Y"", ""4.5"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass3	d4	"{""4.1"": ""PN"", ""4.2"": ""PN"", ""4.3"": ""Y"", ""4.4"": ""PN"", ""4.5"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass1	d5	"{""5.1"": ""PN"", ""5.2"": ""PY"", ""5.3"": ""PN""}"	some_concerns	high	low	0	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass2	d5	"{""5.1"": ""PN"", ""5.2"": ""PY"", ""5.3"": ""PN""}"	some_concerns	high	low	0	0	cochrane_more_lenient	1
RCT074	sonnet_4_6_fulltext_pass3	d5	"{""5.1"": ""PN"", ""5.2"": ""PY"", ""5.3"": ""PN""}"	some_concerns	high	low	0	0	cochrane_more_lenient	1
RCT075	sonnet_4_6_fulltext_pass1	d1	"{""1.1"": ""PY"", ""1.2"": ""PY"", ""1.3"": ""PN""}"	low	low	low	1	1	match	1
RCT075	sonnet_4_6_fulltext_pass2	d1	"{""1.1"": ""PY"", ""1.2"": ""PY"", ""1.3"": ""PN""}"	low	low	low	1	1	match	1
RCT075	sonnet_4_6_fulltext_pass3	d1	"{""1.1"": ""PY"", ""1.2"": ""PY"", ""1.3"": ""PN""}"	low	low	low	1	1	match	1
RCT075	sonnet_4_6_fulltext_pass1	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT075	sonnet_4_6_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT075	sonnet_4_6_fulltext_pass3	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT075	sonnet_4_6_fulltext_pass1	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT075	sonnet_4_6_fulltext_pass2	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT075	sonnet_4_6_fulltext_pass3	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT075	sonnet_4_6_fulltext_pass1	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""PN"", ""4.4"": ""PN"", ""4.5"": ""PN""}"	low	low	low	1	1	match	1
RCT075	sonnet_4_6_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""PN"", ""4.4"": ""PN"", ""4.5"": ""PN""}"	low	low	low	1	1	match	1
RCT075	sonnet_4_6_fulltext_pass3	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""PN"", ""4.4"": ""PN"", ""4.5"": ""PN""}"	low	low	low	1	1	match	1
RCT075	sonnet_4_6_fulltext_pass1	d5	"{""5.1"": ""PY"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	low	low	0	1	match	1
RCT075	sonnet_4_6_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT075	sonnet_4_6_fulltext_pass3	d5	"{""5.1"": ""PY"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	low	low	0	1	match	1
RCT076	sonnet_4_6_fulltext_pass1	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass2	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass3	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass1	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass3	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass1	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT076	sonnet_4_6_fulltext_pass2	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT076	sonnet_4_6_fulltext_pass3	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT076	sonnet_4_6_fulltext_pass1	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""PN"", ""4.5"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""PN"", ""4.5"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass3	d4	"{""4.1"": ""N"", ""4.2"": ""N"", ""4.3"": ""Y"", ""4.4"": ""PN"", ""4.5"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass1	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT076	sonnet_4_6_fulltext_pass3	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT078	sonnet_4_6_fulltext_pass1	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass2	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass3	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass1	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""NI"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""PY"", ""2.7"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PY"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass3	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""Y"", ""2.7"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass1	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass2	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass3	d3	"{""3.1"": ""PY"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	low	low	low	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass1	d4	"{""4.1"": ""N"", ""4.2"": ""PN"", ""4.3"": ""Y"", ""4.4"": ""Y"", ""4.5"": ""PN""}"	some_concerns	some_concerns	high	1	0	cochrane_more_strict	1
RCT078	sonnet_4_6_fulltext_pass2	d4	"{""4.1"": ""N"", ""4.2"": ""PN"", ""4.3"": ""Y"", ""4.4"": ""Y"", ""4.5"": ""PY""}"	high	high	high	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass3	d4	"{""4.1"": ""N"", ""4.2"": ""PN"", ""4.3"": ""Y"", ""4.4"": ""Y"", ""4.5"": ""PN""}"	some_concerns	some_concerns	high	1	0	cochrane_more_strict	1
RCT078	sonnet_4_6_fulltext_pass1	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT078	sonnet_4_6_fulltext_pass3	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass1	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass2	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass3	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass1	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""NI"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT079	sonnet_4_6_fulltext_pass2	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PN"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""NI"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT079	sonnet_4_6_fulltext_pass3	d2	"{""2.1"": ""Y"", ""2.2"": ""Y"", ""2.3"": ""PY"", ""2.4"": ""NI"", ""2.5"": ""NI"", ""2.6"": ""NI"", ""2.7"": ""NI""}"	some_concerns	some_concerns	low	1	0	cochrane_more_lenient	1
RCT079	sonnet_4_6_fulltext_pass1	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass2	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass3	d3	"{""3.1"": ""NI"", ""3.2"": ""NI"", ""3.3"": ""NI"", ""3.4"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass1	d4	"{""4.1"": ""PN"", ""4.2"": ""PN"", ""4.3"": ""NI"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass2	d4	"{""4.1"": ""PN"", ""4.2"": ""PN"", ""4.3"": ""NI"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass3	d4	"{""4.1"": ""PN"", ""4.2"": ""PN"", ""4.3"": ""NI"", ""4.4"": ""NI"", ""4.5"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass1	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass2	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT079	sonnet_4_6_fulltext_pass3	d5	"{""5.1"": ""NI"", ""5.2"": ""PN"", ""5.3"": ""PN""}"	some_concerns	some_concerns	some_concerns	1	1	match	1
RCT080	sonnet_4_6_fulltext_pass1	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	0
RCT080	sonnet_4_6_fulltext_pass2	d1	"{""1.1"": ""NI"", ""1.2"": ""NI"", ""1.3"": ""NI""}"	some_concerns	some_concerns	some_concerns	1	1	match	0
